"position","const","created","modified","description","Title","Title type","Directors","ForPeopleNotSheeple rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"588","tt0380615","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Paper Clips","Documentary","Elliot Berlin, Joe Fab","","7.4","82","2004","documentary, war","1571","2004-05-02","http://www.imdb.com/title/tt0380615/"
"589","tt0379557","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Touching the Void","Documentary","Kevin Macdonald","","8.1","106","2003","documentary, adventure, drama, sport","25932","2003-09-05","http://www.imdb.com/title/tt0379557/"
"590","tt0460766","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Deep Water","Documentary","Louise Osmond, Jerry Rothwell","","7.9","93","2006","documentary, history, sport","2224","2006-09-03","http://www.imdb.com/title/tt0460766/"
"591","tt0389326","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Riding Giants","Documentary","Stacy Peralta","","7.9","105","2004","documentary, history, sport","3775","2004-01","http://www.imdb.com/title/tt0389326/"
"592","tt0388789","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Born Into Brothels: Calcutta's Red Light Kids","Documentary","Zana Briski, Ross Kauffman","","7.5","85","2004","documentary","10144","2004-01-17","http://www.imdb.com/title/tt0388789/"
"593","tt0390521","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Super Size Me","Documentary","Morgan Spurlock","5","7.3","100","2004","documentary, comedy, drama","82190","2004-01-17","http://www.imdb.com/title/tt0390521/"
"594","tt0317910","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Fog of War: Eleven Lessons from the Life of Robert S. McNamara","Documentary","Errol Morris","","8.2","95","2003","documentary, biography, history, war","18881","2003-05-21","http://www.imdb.com/title/tt0317910/"
"595","tt1093824","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Encounters at the End of the World","Documentary","Werner Herzog","","7.8","99","2007","documentary","13201","2007-09-01","http://www.imdb.com/title/tt1093824/"
"596","tt0799954","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Bridge","Documentary","Eric Steel","8","7.3","94","2006","documentary, drama","8953","2006-04-27","http://www.imdb.com/title/tt0799954/"
"597","tt0301727","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Winged Migration","Documentary","Jacques Perrin, Jacques Cluzaud","","8.0","98","2001","documentary","10245","2001-12-12","http://www.imdb.com/title/tt0301727/"
"598","tt0342172","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Capturing the Friedmans","Documentary","Andrew Jarecki","6","7.8","107","2003","documentary, biography","18236","2003-01-17","http://www.imdb.com/title/tt0342172/"
"599","tt0334405","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Spellbound","Documentary","Jeffrey Blitz","","7.7","97","2002","documentary, comedy, thriller","10916","2002-03-14","http://www.imdb.com/title/tt0334405/"
"600","tt0293088","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Devil's Playground","Documentary","Lucy Walker","","7.1","77","2002","documentary","2277","2002-01-11","http://www.imdb.com/title/tt0293088/"
"601","tt0117040","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Microcosmos","Documentary","Claude Nuridsany, Marie Pérennou","","7.9","80","1996","documentary","8945","1996-05","http://www.imdb.com/title/tt0117040/"
"602","tt0110057","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Hoop Dreams","Documentary","Steve James","","8.3","170","1994","documentary, drama, sport","18042","1994-01","http://www.imdb.com/title/tt0110057/"
"603","tt0098769","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Civil War","Mini-Series","","8","9.5","680","1990","documentary, history, war","4928","1990-09-23","http://www.imdb.com/title/tt0098769/"
"604","tt0071075","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The World at War","Mini-Series","","9","9.3","52","1973","documentary, history, war","10094","1973-10-31","http://www.imdb.com/title/tt0071075/"
"605","tt0436971","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Why We Fight","Documentary","Eugene Jarecki","","8.1","98","2005","documentary, history, war","9051","2005-01","http://www.imdb.com/title/tt0436971/"
"606","tt0096257","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Thin Blue Line","Documentary","Errol Morris","","8.1","103","1988","documentary, crime, drama, mystery","14359","1988-08-25","http://www.imdb.com/title/tt0096257/"
"607","tt0117293","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Paradise Lost: The Child Murders at Robin Hood Hills","Documentary","Joe Berlinger, Bruce Sinofsky","8","8.4","150","1996","documentary, crime, mystery","10051","1996-01","http://www.imdb.com/title/tt0117293/"
"608","tt0814075","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Deliver Us from Evil","Documentary","Amy Berg","7","8.0","101","2006","documentary, crime","7997","2006-06-24","http://www.imdb.com/title/tt0814075/"
"609","tt0095895","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Powaqqatsi","Documentary","Godfrey Reggio","","7.4","99","1988","documentary, music","5827","1988-04-29","http://www.imdb.com/title/tt0095895/"
"610","tt0090015","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Shoah","Documentary","Claude Lanzmann","","8.3","566","1985","documentary, history, war","5455","1985-04-30","http://www.imdb.com/title/tt0090015/"
"611","tt0088178","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Stop Making Sense","Documentary","Jonathan Demme","","8.4","88","1984","documentary, music","7953","1984-04-24","http://www.imdb.com/title/tt0088178/"
"612","tt0085809","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Koyaanisqatsi","Documentary","Godfrey Reggio","","8.3","86","1982","documentary, music","25281","1982-04-27","http://www.imdb.com/title/tt0085809/"
"613","tt0083590","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Atomic Cafe","Documentary","Jayne Loader, Kevin Rafferty","","7.7","86","1982","documentary","3214","1982-03-17","http://www.imdb.com/title/tt0083590/"
"614","tt1277936","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Cropsey","Documentary","Barbara Brancaccio, Joshua Zeman","","6.4","84","2009","documentary, crime, horror, mystery","4846","2009-04-25","http://www.imdb.com/title/tt1277936/"
"615","tt1237926","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Snuff: A Documentary About Killing on Camera","Documentary","Paul von Stoetzel","","5.4","76","2008","documentary, horror","940","2008-06-13","http://www.imdb.com/title/tt1237926/"
"616","tt1645089","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Inside Job","Documentary","Charles Ferguson","7","8.3","105","2010","documentary, crime","52921","2010-02-02","http://www.imdb.com/title/tt1645089/"
"617","tt0102015","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Hearts of Darkness: A Filmmaker's Apocalypse","Documentary","Fax Bahr, George Hickenlooper","","8.2","96","1991","documentary","13163","1991-05","http://www.imdb.com/title/tt0102015/"
"618","tt0059894","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The War Game","Documentary","Peter Watkins","","8.1","48","1965","documentary, drama, sci_fi, war","4690","1965-11-01","http://www.imdb.com/title/tt0059894/"
"619","tt0061589","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Dont Look Back","Documentary","D.A. Pennebaker","","8.0","96","1967","documentary, music","5926","1967-05-17","http://www.imdb.com/title/tt0061589/"
"620","tt0077838","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Last Waltz","Documentary","Martin Scorsese","","8.2","117","1978","documentary, music","12353","1978-04-26","http://www.imdb.com/title/tt0077838/"
"621","tt0893382","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Shine a Light","Documentary","Martin Scorsese","","7.2","122","2008","documentary, biography, music","9455","2008-02-07","http://www.imdb.com/title/tt0893382/"
"622","tt1229360","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","It Might Get Loud","Documentary","Davis Guggenheim","","7.7","98","2008","documentary, music","10161","2008-09-05","http://www.imdb.com/title/tt1229360/"
"623","tt0468094","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Road to Guantanamo","Documentary","Mat Whitecross, Michael Winterbottom","","7.5","95","2006","documentary, drama, war","10359","2006-02-14","http://www.imdb.com/title/tt0468094/"
"624","tt2028530","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Paradise Lost 3: Purgatory","Documentary","Joe Berlinger, Bruce Sinofsky","","8.1","121","2011","documentary","5971","2011-09-11","http://www.imdb.com/title/tt2028530/"
"625","tt1319744","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","The Interrupters","Documentary","Steve James","","7.5","125","2011","documentary, crime","3031","2011-01-21","http://www.imdb.com/title/tt1319744/"
"626","tt1704619","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Tabloid","Documentary","Errol Morris","","7.1","87","2010","documentary, crime","4907","2010-09-03","http://www.imdb.com/title/tt1704619/"
"627","tt1268204","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Waste Land","Documentary","Lucy Walker, Karen Harley","","7.9","99","2010","documentary","7180","2010-01-24","http://www.imdb.com/title/tt1268204/"
"628","tt1814836","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Project Nim","Documentary","James Marsh","","7.4","93","2011","documentary","7125","2011-01-20","http://www.imdb.com/title/tt1814836/"
"629","tt1972663","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Into the Abyss","Documentary","Werner Herzog","","7.3","107","2011","documentary, crime, drama","11978","2011-09-08","http://www.imdb.com/title/tt1972663/"
"630","tt1417592","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Pearl Jam Twenty","Documentary","Cameron Crowe","","8.3","109","2011","documentary, history, music","6494","2011-09-10","http://www.imdb.com/title/tt1417592/"
"631","tt0364151","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","American Masters","TV Series","","","8.1","90","1985","documentary, biography","409","1985-10-07","http://www.imdb.com/title/tt0364151/"
"632","tt0387412","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Metallica: Some Kind of Monster","Documentary","Joe Berlinger, Bruce Sinofsky","","7.5","141","2004","documentary, music","13366","2004-01-21","http://www.imdb.com/title/tt0387412/"
"633","tt2044056","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","The Story of Film: An Odyssey","Mini-Series","","","8.4","60","2011","documentary, history","2711","2011-09-03","http://www.imdb.com/title/tt2044056/"
"634","tt1113829","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","George Harrison: Living in the Material World","Documentary","Martin Scorsese","","8.2","208","2011","documentary, biography, music","6497","2011-09-02","http://www.imdb.com/title/tt1113829/"
"635","tt1864288","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Conan O'Brien Can't Stop","Documentary","Rodman Flender","","7.0","89","2011","documentary, comedy, music","5278","2011-03-13","http://www.imdb.com/title/tt1864288/"
"636","tt1787660","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Being Elmo: A Puppeteer's Journey","Documentary","Constance Marks","","7.7","80","2011","documentary","5665","2011-01-23","http://www.imdb.com/title/tt1787660/"
"637","tt1753549","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Buck","Documentary","Cindy Meehl","","7.6","88","2011","documentary","2671","2011-01-21","http://www.imdb.com/title/tt1753549/"
"638","tt1687247","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Life in a Day","Documentary","Loressa Clisby, Kevin Macdonald","","7.7","95","2011","documentary, drama","12987","2011-01-27","http://www.imdb.com/title/tt1687247/"
"639","tt1613023","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Documentary","Michael Rapaport","","7.7","97","2011","documentary, music","2642","2011-01-22","http://www.imdb.com/title/tt1613023/"
"640","tt1777551","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Bobby Fischer Against the World","Documentary","Liz Garbus","","7.4","93","2011","documentary, biography, history, sport","5375","2011-01","http://www.imdb.com/title/tt1777551/"
"641","tt1787725","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","If a Tree Falls: A Story of the Earth Liberation Front","Documentary","Marshall Curry, Sam Cullman","","7.2","85","2011","documentary, biography, crime, drama, history, news, thriller","2630","2011-01","http://www.imdb.com/title/tt1787725/"
"642","tt1748043","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Hell and Back Again","Documentary","Danfung Dennis","","6.5","88","2011","documentary, action, history, war","1941","2011-01","http://www.imdb.com/title/tt1748043/"
"643","tt1640680","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Armadillo","Documentary","Janus Metz Pedersen","","7.6","105","2010","documentary, war","7753","2010-05-16","http://www.imdb.com/title/tt1640680/"
"644","tt1179947","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","American: The Bill Hicks Story","Documentary","Matt Harlock, Paul Thomas","","7.8","102","2009","documentary, animation, biography, comedy","4168","2009-10-23","http://www.imdb.com/title/tt1179947/"
"645","tt1621444","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Bill Cunningham New York","Documentary","Richard Press","","7.9","84","2010","documentary, biography","4011","2010-03-24","http://www.imdb.com/title/tt1621444/"
"646","tt1568334","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","The Tillman Story","Documentary","Amir Bar-Lev","","7.8","94","2010","documentary, biography, mystery, war","3998","2010-01-23","http://www.imdb.com/title/tt1568334/"
"647","tt1584016","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Catfish","Documentary","Henry Joost, Ariel Schulman","6","7.1","87","2010","documentary","33849","2010-01-22","http://www.imdb.com/title/tt1584016/"
"648","tt1319726","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","Documentary","Judith Ehrlich, Rick Goldsmith","","7.8","92","2009","documentary","1942","2009-09-11","http://www.imdb.com/title/tt1319726/"
"649","tt0388888","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Dig!","Documentary","Ondi Timoner","","7.8","107","2004","documentary, music","5039","2004-01-18","http://www.imdb.com/title/tt0388888/"
"650","tt0436231","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","The Devil and Daniel Johnston","Documentary","Jeff Feuerzeig","","8.0","110","2005","documentary, biography, music","7046","2005-01","http://www.imdb.com/title/tt0436231/"
"651","tt1016268","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Enron: The Smartest Guys in the Room","Documentary","Alex Gibney","7","7.7","110","2005","documentary","11558","2005-04-22","http://www.imdb.com/title/tt1016268/"
"652","tt0489037","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Who Killed the Electric Car?","Documentary","Chris Paine","","7.7","92","2006","documentary","11172","2006-01-23","http://www.imdb.com/title/tt0489037/"
"653","tt0478209","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Metal: A Headbanger's Journey","Documentary","Sam Dunn, Scot McFadyen","","8.1","96","2005","documentary, music","9684","2005-09-14","http://www.imdb.com/title/tt0478209/"
"654","tt1236472","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Lemmy","Documentary","Greg Olliver, Wes Orshoski","","7.8","116","2010","documentary, biography, music","5646","2010-03-15","http://www.imdb.com/title/tt1236472/"
