"title","title_type","directors","imdb_rating","runtime","year","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Dieppe","TV Movie","John N. Smith",7.2,NA,"1993",130,"1993","http://www.imdb.com/title/tt0106720/","0106720","Dieppe",1993,"Drama","Unrated","100",NA,-1,"Upright",100,"Victor Garber","Gary Reineke","Robert Joy","Kenneth Welsh","John Neville","John N. Smith",NA,"http://www.rottentomatoes.com/m/dieppe/"
"D3: The Mighty Ducks","Feature Film","Robert Lieberman",5.2,104,"1996",17944,"1996-10-04","http://www.imdb.com/title/tt0116000/","0116000","D3: The Mighty Ducks",1996,"Comedy","PG","104","Rotten",20,"Spilled",45,"Emilio Estevez","Matt Doherty","Jeffrey Nordling","Margot Finley","Joshua Jackson","Robert Lieberman","Buena Vista Pictures","http://www.rottentomatoes.com/m/d3_the_mighty_ducks/"
"Wanda Nevada","Feature Film","Peter Fonda",5.5,107,"1979",772,"1979-06","http://www.imdb.com/title/tt0080116/","0080116","Wanda Nevada",1979,"Western","PG","105",NA,-1,"Spilled",40,"Peter Fonda","Brooke Shields","Fiona Lewis","Luke Askew","Ted Markland","Peter Fonda","United Artists","http://www.rottentomatoes.com/m/wanda_nevada/"
"Girl Fever","Feature Film","Michael Davis",4.9,98,"2002",2064,"2002-10-18","http://www.imdb.com/title/tt0265010/","0265010","100 Women (Girl Fever)",2002,"Art House & International","R","94",NA,-1,"Spilled",35,"Chad E. Donella","Jennifer Morrison (II)","Erinn Bartlett","Steve Monroe","Juleah Weikel","Michael Davis","LionsGate Entertainment","http://www.rottentomatoes.com/m/100_women/"
"Oldboy","Feature Film","Chan-wook Park",8.4,120,"2003",323884,"2003-11-21","http://www.imdb.com/title/tt0364569/","0364569","Oldboy",2005,"Mystery & Suspense","R","118","Certified Fresh",80,"Upright",94,"Min-sik Choi","Gang Hye-jeong","Yoo Ji-tae","Choe Min-sik","Gang Hye-jung","Park Chan-wook","Tartan Films","http://www.rottentomatoes.com/m/oldboy/"
"Forever Young","Feature Film","Steve Miner",6.2,102,"1992",34480,"1992-12-11","http://www.imdb.com/title/tt0104291/","0104291","Forever Young",1992,"Drama","PG","102","Rotten",53,"Spilled",53,"Mel Gibson","Jamie Lee Curtis","Elijah Wood","Isabel Glasser","George Wendt","Steve Miner","Warner Home Video","http://www.rottentomatoes.com/m/1041862-forever_young/"
"The Story of Adele H","Feature Film","François Truffaut",7.4,96,"1975",5319,"1975-10-08","http://www.imdb.com/title/tt0073114/","0073114","The Story of Adele H",1975,"Art House & International","PG","95","Fresh",94,"Upright",81,"Isabelle Adjani","Sylvia Marriott","Bruce Robinson","Sylvia Marriott","Reuben Dorey","Francois Truffaut","United Artists","http://www.rottentomatoes.com/m/the_story_of_adele_h/"
"Holes","Feature Film","Andrew Davis",7.1,117,"2003",53955,"2003-04-11","http://www.imdb.com/title/tt0311289/","0311289","Holes",2003,"Action & Adventure","PG","118","Certified Fresh",77,"Upright",76,"Shia LaBeouf","Sigourney Weaver","Jon Voight","Tim Blake Nelson","Khleo Thomas","Andrew Davis","Buena Vista Pictures","http://www.rottentomatoes.com/m/holes/"
"A Shock to the System","Feature Film","Jan Egleson",6.7,88,"1990",2966,"1990-03-23","http://www.imdb.com/title/tt0100602/","0100602","A Shock to the System",1990,"Drama","R","88","Fresh",77,"Upright",64,"Michael Caine","Elizabeth McGovern","Peter Riegert","Swoosie Kurtz","Will Patton","Jan Egleson","HBO Video","http://www.rottentomatoes.com/m/1018862-shock_to_the_system/"
"The Fighter 2","Feature Film","",NA,NA,"????",NA,"","http://www.imdb.com/title/tt2177759/","2177759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Welcome to the Punch","Feature Film","Eran Creevy",6.1,99,"2013",25096,"2013-02-24","http://www.imdb.com/title/tt1684233/","1684233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Canterville Ghost","TV Movie","Syd Macartney",6.3,92,"1996",1432,"1996-01-27","http://www.imdb.com/title/tt0115820/","0115820","The Canterville Ghost",1996,"Drama","PG","95",NA,-1,"Spilled",58,"Charles Laughton","Robert Young","Margaret O'Brien","Patrick Stewart","Neve Campbell","Jules Dassin",NA,"http://www.rottentomatoes.com/m/1067316-canterville_ghost/"
"Silver Linings Playbook","Feature Film","David O. Russell",7.8,122,"2012",493602,"2012-09-08","http://www.imdb.com/title/tt1045658/","1045658","Silver Linings Playbook",2012,"Comedy","R","122","Certified Fresh",92,"Upright",86,"Bradley Cooper","Jennifer Lawrence","Robert De Niro","Jacki Weaver","Chris Tucker","David O. Russell","The Weinstein Company","http://www.rottentomatoes.com/m/silver_linings_playbook/"
"The Cutting Edge","Feature Film","Paul M. Glaser",6.9,101,"1992",14733,"1992-03-27","http://www.imdb.com/title/tt0104040/","0104040","The Cutting Edge",1992,"Drama","PG","101","Fresh",60,"Upright",77,"Moira Kelly","D.B. Sweeney","Roy Dotrice","Terry O'Quinn","Dwier Brown","Paul Michael Glaser","MGM Home Entertainment","http://www.rottentomatoes.com/m/1038990-cutting_edge/"
"The Little Drummer Girl","Feature Film","George Roy Hill",6.1,130,"1984",1481,"1984-10-19","http://www.imdb.com/title/tt0087629/","0087629","The Little Drummer Girl",1984,"Mystery & Suspense","R","123","Fresh",67,"Upright",62,"Diane Keaton","Yorgo Voyagis","Klaus Kinski","Sami Frey","David Suchet","George Roy Hill","Warner Bros. Pictures","http://www.rottentomatoes.com/m/little_drummer_girl/"
"Snowy Love Fall in Spring","Feature Film","Isao Yukisada",6.9,150,"2005",259,"2005-10-07","http://www.imdb.com/title/tt0468753/","0468753","Spring Snow",2005,"Drama","Unrated","109",NA,-1,"Spilled",41,"Kyoko Kishida","Satoshi Tsumabuki","Kenjiro Ishimaru","Michiyo Okusa","Takaaki Enoki","Isao Yukisada",NA,"http://www.rottentomatoes.com/m/spring_snow/"
"Sundown: The Vampire in Retreat","Feature Film","Anthony Hickox",6.3,104,"1989",1542,"1989-05","http://www.imdb.com/title/tt0098412/","0098412","Sundown: The Vampire in Retreat",1990,"Western","R","104",NA,-1,"Spilled",54,"David Carradine","Jim Metzler","Morgan Brittany","Deborah Foreman","Maxwell Caulfield","Anthony Hickox","Lionsgate","http://www.rottentomatoes.com/m/sundown_the_vampire_in_retreat/"
"Strictly Sexual","Feature Film","Joel Viertel",6.5,100,"2008",4394,"2008-06-06","http://www.imdb.com/title/tt0494277/","0494277","Strictly Sexual",2008,"Drama","R","106",NA,-1,"Spilled",53,"Amber Benson","Kristen Kerr","Johann Urb","Stevie Long","Brooke Allen","Joel Viertel","Virgil Films","http://www.rottentomatoes.com/m/strictly-sexual/"
"Retreat","Feature Film","Carl Tibbetts",5.8,90,"2011",8694,"2011-07-18","http://www.imdb.com/title/tt1410051/","1410051","Retreat",2011,"Mystery & Suspense","R","90","Fresh",73,"Spilled",40,"Cillian Murphy","Thandie Newton","Jamie Bell","Jimmy Yuill","Marilyn Mantle","Carl Tibbetts","Samuel Goldwyn Films","http://www.rottentomatoes.com/m/retreat_2011/"
"Just Go with It","Feature Film","Dennis Dugan",6.4,117,"2011",161590,"2011-02-08","http://www.imdb.com/title/tt1564367/","1564367","Just Go with It",2011,"Comedy","PG-13","116","Rotten",19,"Spilled",59,"Adam Sandler","Jennifer Aniston","Nicole Kidman","Brooklyn Decker","Bailee Madison","Dennis Dugan","Sony Pictures","http://www.rottentomatoes.com/m/just_go_with_it_2010/"
"Dummy","Feature Film","Greg Pritikin",6.8,91,"2002",5704,"2002-02-21","http://www.imdb.com/title/tt0246592/","0246592","Dummy",2003,"Drama","R","90","Fresh",70,"Upright",74,"Adrien Brody","Milla Jovovich","Illeana Douglas","Vera Farmiga","Jessica Walter","Greg Pritikin","Shoreline Entertainment","http://www.rottentomatoes.com/m/1125540-dummy/"
"Shark Tale","Feature Film","Bibo Bergeron, Vicky Jenson",6,90,"2004",124180,"2004-09-10","http://www.imdb.com/title/tt0307453/","0307453","Shark Tale",2004,"Action & Adventure","PG","90","Rotten",35,"Spilled",49,"Will Smith","Robert De Niro","Angelina Jolie","Jack Black","Martin Scorsese","Angelina Jolie","DreamWorks SKG","http://www.rottentomatoes.com/m/shark_tale/"
"The Moth Diaries","Feature Film","Mary Harron",4.9,82,"2011",4960,"2011-09-06","http://www.imdb.com/title/tt1407065/","1407065","The Moth Diaries",2012,"Drama","R","82","Rotten",15,"Spilled",22,"Lily Cole","Sarah Gadon","Sarah Bolger","Scott Speedman","Judy Parfitt","Mary Harron","IFC Films","http://www.rottentomatoes.com/m/the_moth_diaries/"
"It's Alive","Feature Film","Larry Cohen",5.8,91,"1974",4840,"1974-07","http://www.imdb.com/title/tt0071675/","0071675","It's Alive",2008,"Horror","R","83",NA,-1,"Spilled",6,"Bijou Phillips","James Murray","Jack Ellis","Owen Teale","Raphael Coleman","Josef Rusnak","Alive Productions","http://www.rottentomatoes.com/m/its_alive_unrated/"
"Rabid Dogs","Feature Film","Mario Bava",7.7,96,"1974",2686,"1974","http://www.imdb.com/title/tt0071275/","0071275","Rabid Dogs (Cani arrabbiati) (Kidnapped) ( A Man and a Boy)",1974,"Drama","Unrated","96","Fresh",78,"Upright",86,"Riccardo Cucciolla","Lea Lander","Maurice Poli","George Eastman","Don Backy","Mario Bava",NA,"http://www.rottentomatoes.com/m/rabid_dogs/"
"Price of Glory","Feature Film","Carlos Avila",6.4,118,"2000",708,"2000-03-23","http://www.imdb.com/title/tt0188160/","0188160","Price of Glory",2000,"Drama","PG-13","118","Rotten",33,"Upright",76,"Jimmy Smits","Jon Seda","Ernesto Hernandez","Maria Del Mar","Ron Perlman","Carlos Avila","New Line Home Entertainment","http://www.rottentomatoes.com/m/price_of_glory/"
"Mannequin: On the Move","Feature Film","Stewart Raffill",3.9,95,"1991",4415,"1991-04-27","http://www.imdb.com/title/tt0102395/","0102395","Mannequin 2: On the Move",1991,"Drama","PG","98","Rotten",13,"Spilled",42,"Kristy Swanson","William Ragsdale","Meshach Taylor","Terry Kiser","Stuart Pankin","Stuart Raffill","Live Home Video","http://www.rottentomatoes.com/m/mannequin_two_on_the_move/"
"Lovestruck: The Musical","TV Movie","Sanaa Hamri",6.4,83,"2013",1396,"2013-04-21","http://www.imdb.com/title/tt2246673/","2246673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nude Nuns with Big Guns","Feature Film","Joseph Guzman",3.9,91,"2010",4551,"2010-09-24","http://www.imdb.com/title/tt1352388/","1352388","Nude Nuns With Big Guns",2010,"Mystery & Suspense","Unrated","90",NA,-1,"Spilled",29,"Devanny Pinn","Ivet Corvea","Aycil Yeltan","Jessica Elder","Perry D'Marco","Joseph Guzman",NA,"http://www.rottentomatoes.com/m/nude_nuns_with_big_guns/"
"Marlene","Documentary","Maximilian Schell",7.6,94,"1984",581,"1984-01-13","http://www.imdb.com/title/tt0085905/","0085905","Marlene",1984,"Documentary","Unrated","97","Fresh",100,"Upright",97,"Marlene Dietrich","Maximilian Schell","Karel Dirka","Bernard Hall","Anni Albers","Maximilian Schell","Nelson Entertainment","http://www.rottentomatoes.com/m/marlene_1984/"
"Celebrity Sex Tape","Feature Film","Scott Wheeler",2.9,87,"2012",2122,"2012-02-02","http://www.imdb.com/title/tt2136808/","2136808","Celebrity Sex Tape",2011,"Comedy","NC-17","87",NA,-1,NA,23,"Jack Cullison","Cal Howard","Jonathan Brett","Emily Addison","Colbert Alembert","Scott Wheeler","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/celebrity_sex_tape_2011/"
"Max Keeble's Big Move","Feature Film","Tim Hill",5.3,86,"2001",5507,"2001-10-05","http://www.imdb.com/title/tt0273799/","0273799","Max Keeble's Big Move",2001,"Comedy","PG","86","Rotten",29,"Spilled",38,"Alex D. Linz","Larry Miller","Jamie Kennedy","Zena Grey","Josh Peck","Tim Hill (III)","Buena Vista Pictures","http://www.rottentomatoes.com/m/max_keebles_big_move/"
"The Adventures of the Wilderness Family","Feature Film","Stewart Raffill",6.4,100,"1975",901,"1975-11-19","http://www.imdb.com/title/tt0072610/","0072610","The Adventures of the Wilderness Family",1975,"Action & Adventure","G","99",NA,-1,"Upright",63,"Robert F. Logan","Susan Damante","Heather Rattray","Hollye Holmes","Ham Larsen","Stewart Raffil","Media Home Entertainment","http://www.rottentomatoes.com/m/adventures_of_the_wilderness_family/"
"Anita & Me","Feature Film","Metin Hüseyin",6.4,89,"2002",1400,"2002-11-22","http://www.imdb.com/title/tt0303661/","0303661","Anita & Me",2002,"Drama","Unrated","93","Fresh",67,"Spilled",59,"Kabir Bedi","Max Beesley","Sanjeev Bhaskar","Anna Brewster","Kathy Burke","Metin Huseyin","Icon Film Distribution Ltd.","http://www.rottentomatoes.com/m/1164675-anita_and_me/"
"Corvette Summer","Feature Film","Matthew Robbins",5.5,105,"1978",1953,"1978-06-02","http://www.imdb.com/title/tt0077372/","0077372","Corvette Summer",1978,"Drama","PG","105","Rotten",57,"Spilled",43,"Mark Hamill","Annie Potts","Eugene Roche","Kim Milford","Richard McKenzie","Matthew Robbins","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/corvette_summer/"
"The Garbage Pail Kids Movie","Feature Film","Rod Amateau",2.7,100,"1987",5556,"1987-08-22","http://www.imdb.com/title/tt0093072/","0093072","The Garbage Pail Kids Movie",1987,"Action & Adventure","PG","100","Rotten",0,"Spilled",28,"Mackenzie Astin","Katie Barberi","Anthony Newley","Ron MacLachlan","Ron MacLachan","Rod Amateau","Atlantic","http://www.rottentomatoes.com/m/garbage_pail_kids_movie/"
"Winnie the Pooh","Feature Film","Stephen J. Anderson, Don Hall",7.3,63,"2011",14702,"2011-04-06","http://www.imdb.com/title/tt1449283/","1449283","Winnie the Pooh",2011,"Animation","G","73","Certified Fresh",90,"Upright",80,"Jim Cummings","Craig Ferguson","Jack Boulter","Tom Kenny","Travis Oates","Don Hall","Walt Disney Pictures","http://www.rottentomatoes.com/m/winnie_the_pooh_2011/"
"Whatever Works","Feature Film","Woody Allen",7.2,92,"2009",55596,"2009-04-22","http://www.imdb.com/title/tt1178663/","1178663","Whatever Works",2009,"Comedy","PG-13","92","Rotten",49,"Upright",61,"Larry David","Evan Rachel Wood","Ed Begley Jr.","Patricia Clarkson","Conleth Hill","Woody Allen","Sony Pictures Classics","http://www.rottentomatoes.com/m/whatever_works/"
"The Adjuster","Feature Film","Atom Egoyan",6.8,102,"1991",2497,"1991-09-26","http://www.imdb.com/title/tt0101273/","0101273","The Adjuster",1992,"Drama","R","102","Fresh",73,"Upright",73,"Elias Koteas","Arsinee Khanjian","Maury Chaykin","Gabrielle Rose","Jennifer Dale","Atom Egoyan","Alliance Atlantis Communications","http://www.rottentomatoes.com/m/adjuster/"
"The Wicker Man","Feature Film","Neil LaBute",3.6,102,"2006",50897,"2006-08-31","http://www.imdb.com/title/tt0450345/","0450345","Blake: The Marriage of Heaven and Hell",2006,"Documentary","Unrated","",NA,-1,"Spilled",0,"Anne Baxter","George Rose",NA,NA,NA,"Penny Price",NA,"http://www.rottentomatoes.com/m/blake-the-marriage-of-heaven-and-hell/"
"Dare","Feature Film","Adam Salky",5.9,92,"2009",3398,"2009-07-19","http://www.imdb.com/title/tt1241316/","1241316","Dare",2009,"Drama","R","92","Fresh",60,"Spilled",34,"Emmy Rossum","Zach Gilford","Ashley Springer","Ana Gasteyer","Alan Cumming","Adam Salky","Image Entertainment","http://www.rottentomatoes.com/m/dare/"
"Wingspan","Documentary","Alistair Donald",8.1,120,"2001",144,"2001-05-11","http://www.imdb.com/title/tt0281372/","0281372","Paul McCartney: Wingspan",2001,"Musical & Performing Arts","Unrated","",NA,-1,"Upright",88,"Linda McCartney","Paul McCartney",NA,NA,NA,NA,NA,"http://www.rottentomatoes.com/m/paul-mccartney-wingspan/"
"Planet 51","Feature Film","Jorge Blanco, Javier Abad",6.1,91,"2009",39290,"2009-11-14","http://www.imdb.com/title/tt0762125/","0762125","Planet 51",2009,"Action & Adventure","PG","91","Rotten",21,"Spilled",39,"Dwayne ""The Rock"" Johnson","Jessica Biel","Justin Long","Seann William Scott","Gary Oldman","Jorge Blanco","Sony Pictures/TriStar Pictures","http://www.rottentomatoes.com/m/planet_51/"
"A Serious Man","Feature Film","Ethan Coen, Joel Coen",7,106,"2009",95254,"2009-09-12","http://www.imdb.com/title/tt1019452/","1019452","A Serious Man",2009,"Drama","R","106","Certified Fresh",89,"Upright",67,"Michael Stuhlbarg","Richard Kind","Fred Melamed","Sari Lennick","Amy Landecker","Roger Deakins","Focus Features","http://www.rottentomatoes.com/m/a_serious_man/"
"The Spirit of the Beehive","Feature Film","Víctor Erice",8,97,"1973",11250,"1973-10-08","http://www.imdb.com/title/tt0070040/","0070040","The Spirit of the Beehive (El Espiritu de la colmena)",2006,"Art House & International","Unrated","99","Fresh",100,"Upright",90,"Fernando Fernan Gomez","Teresa Gimpera","Ana Torrent","Isabel Telleria","Miguel Picazo","Victor Erice","Janus Films","http://www.rottentomatoes.com/m/spirit_of_the_beehive/"
"Orlando","Feature Film","Sally Potter",7.2,94,"1992",9206,"1992-09-01","http://www.imdb.com/title/tt0107756/","0107756","Orlando",1992,"Drama","PG-13","93","Certified Fresh",83,"Upright",82,"Tilda Swinton","Billy Zane","Lothaire Bluteau","John Wood","Charlotte Valandrey","Sally Potter","Sony Pictures Classics","http://www.rottentomatoes.com/m/orlando/"
"True Grit","Feature Film","Ethan Coen, Joel Coen",7.7,110,"2010",225012,"2010-12-14","http://www.imdb.com/title/tt1403865/","1403865","True Grit",2010,"Western","PG-13","110","Certified Fresh",96,"Upright",85,"Hailee Steinfeld","Jeff Bridges","Matt Damon","Josh Brolin","Barry Pepper","Joel Coen","Paramount Pictures","http://www.rottentomatoes.com/m/true-grit-2010/"
"Pirates of the Caribbean: On Stranger Tides","Feature Film","Rob Marshall",6.7,136,"2011",340377,"2011-05-07","http://www.imdb.com/title/tt1298650/","1298650","Pirates of the Caribbean: On Stranger Tides",2011,"Action & Adventure","PG-13","137","Rotten",33,"Spilled",54,"Johnny Depp","Ian McShane","Geoffrey Rush","Kevin McNally","Sam Claflin","Dariusz Wolski","Walt Disney Pictures","http://www.rottentomatoes.com/m/pirates_of_the_caribbean_on_stranger_tides/"
"Recovery","TV Movie","Andy De Emmony",8.2,NA,"2007",677,"2007-02-14","http://www.imdb.com/title/tt0847149/","0847149","Recovery",2007,"Drama","Unrated","",NA,-1,"Upright",95,"David Tennant","Sarah Parish","Harry Treadaway","Jacob Theato","Jay Simpson","Andy DeEmmony",NA,"http://www.rottentomatoes.com/m/recovery/"
"Son in Law","Feature Film","Steve Rash",5.6,95,"1993",12420,"1993-07-02","http://www.imdb.com/title/tt0108186/","0108186","Son-in-Law",1993,"Comedy","PG-13","95","Rotten",22,"Spilled",58,"Pauly Shore","Carla Gugino","Lane Smith","Cindy Pickett","Mason Adams","Steve Rash","Buena Vista","http://www.rottentomatoes.com/m/son_in_law_1993/"
"ATL","Feature Film","Chris Robinson",5.9,105,"2006",8266,"2006-03-28","http://www.imdb.com/title/tt0466856/","0466856","ATL",2006,"Drama","PG-13","105","Fresh",62,"Upright",86,"Tip 'T.I.' Harris","T.I.","Evan Ross","Lauren London","Mykelti Williamson","Chris Robinson (IV)","Warner Bros.","http://www.rottentomatoes.com/m/atl/"
"Chasing Ice","Documentary","Jeff Orlowski",7.8,75,"2012",5402,"2012-01-23","http://www.imdb.com/title/tt1579361/","1579361","Chasing Ice",2012,"Documentary","PG-13","74","Certified Fresh",96,"Upright",85,"James Balog","Adam LeWinter","Jeff Orlowski","Svavar Jonatansson","Louie Psihoyos","Jeff Orlowski","National Geographic","http://www.rottentomatoes.com/m/chasing_ice_2012/"
